execution_id,dimension_name,score,total_rows,passing_rows,failing_rows,rule_count,execution_timestamp,dataset_name
486ef110-e386-48d7-8852-fb6165b8b997,Completeness,93.55,10000,9355,645,6,2025-11-16T02:53:57.331395,grant_applications
486ef110-e386-48d7-8852-fb6165b8b997,Uniqueness,100.0,10000,10000,0,2,2025-11-16T02:53:57.331395,grant_applications
486ef110-e386-48d7-8852-fb6165b8b997,Validity,23.75,10000,2375,7625,7,2025-11-16T02:53:57.331395,grant_applications
486ef110-e386-48d7-8852-fb6165b8b997,Conformity,76.24,10000,7624,2376,4,2025-11-16T02:53:57.331395,grant_applications
486ef110-e386-48d7-8852-fb6165b8b997,Consistency,46.37,10000,4637,5363,4,2025-11-16T02:53:57.331395,grant_applications
486ef110-e386-48d7-8852-fb6165b8b997,Timeliness,65.37,10000,6537,3463,2,2025-11-16T02:53:57.331395,grant_applications
